quarter_start,reporting_period,reporting_level,entity,lhd,district_type,peer_group,triage_category,pct_on_time
2011-10-01,Oct-Dec 2011,Hospital,Auburn,Western Sydney,Metropolitan,Major,T5: Non-urgent,89.7
2011-10-01,Oct-Dec 2011,Hospital,Ballina,Northern NSW,Regional,District group 2,T2: Emergency,31.6
2011-10-01,Oct-Dec 2011,Hospital,Ballina,Northern NSW,Regional,District group 2,T3: Urgent,43.2
2011-10-01,Oct-Dec 2011,Hospital,Ballina,Northern NSW,Regional,District group 2,T4: Semi-urgent,63.3
2011-10-01,Oct-Dec 2011,Hospital,Ballina,Northern NSW,Regional,District group 2,T5: Non-urgent,85.5
2011-10-01,Oct-Dec 2011,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T2: Emergency,70.9
2011-10-01,Oct-Dec 2011,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T3: Urgent,70.3
2011-10-01,Oct-Dec 2011,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,82.8
2011-10-01,Oct-Dec 2011,Hospital,Bankstown-Lidcombe,South Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,94.7
2011-10-01,Oct-Dec 2011,Hospital,Bathurst,Western NSW,Regional,District group 1,T2: Emergency,61.4
2011-10-01,Oct-Dec 2011,Hospital,Bathurst,Western NSW,Regional,District group 1,T3: Urgent,66.1
2011-10-01,Oct-Dec 2011,Hospital,Bathurst,Western NSW,Regional,District group 1,T4: Semi-urgent,73.8
2011-10-01,Oct-Dec 2011,Hospital,Bathurst,Western NSW,Regional,District group 1,T5: Non-urgent,95.2
2011-10-01,Oct-Dec 2011,Hospital,Belmont,Hunter New England,Regional,District group 1,T2: Emergency,83.9
2011-10-01,Oct-Dec 2011,Hospital,Belmont,Hunter New England,Regional,District group 1,T3: Urgent,78.0
2011-10-01,Oct-Dec 2011,Hospital,Belmont,Hunter New England,Regional,District group 1,T4: Semi-urgent,73.9
2011-10-01,Oct-Dec 2011,Hospital,Belmont,Hunter New England,Regional,District group 1,T5: Non-urgent,85.0
2011-10-01,Oct-Dec 2011,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T2: Emergency,88.0
2011-10-01,Oct-Dec 2011,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T3: Urgent,57.3
2011-10-01,Oct-Dec 2011,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T4: Semi-urgent,67.7
2011-10-01,Oct-Dec 2011,Hospital,Blacktown,Western Sydney,Metropolitan,Major,T5: Non-urgent,86.4
2011-10-01,Oct-Dec 2011,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T2: Emergency,72.6
2011-10-01,Oct-Dec 2011,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T3: Urgent,73.6
2011-10-01,Oct-Dec 2011,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T4: Semi-urgent,68.0
2011-10-01,Oct-Dec 2011,Hospital,Blue Mountains,Nepean Blue Mountains,Metropolitan,District group 2,T5: Non-urgent,89.8
2011-10-01,Oct-Dec 2011,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T2: Emergency,60.9
2011-10-01,Oct-Dec 2011,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T3: Urgent,66.5
2011-10-01,Oct-Dec 2011,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T4: Semi-urgent,74.4
2011-10-01,Oct-Dec 2011,Hospital,Bowral,South Western Sydney,Metropolitan,District group 1,T5: Non-urgent,89.2
2011-10-01,Oct-Dec 2011,Hospital,Broken Hill,Far West,Regional,District group 1,T2: Emergency,79.5
2011-10-01,Oct-Dec 2011,Hospital,Broken Hill,Far West,Regional,District group 1,T3: Urgent,81.8
2011-10-01,Oct-Dec 2011,Hospital,Broken Hill,Far West,Regional,District group 1,T4: Semi-urgent,79.5
2011-10-01,Oct-Dec 2011,Hospital,Broken Hill,Far West,Regional,District group 1,T5: Non-urgent,91.2
2011-10-01,Oct-Dec 2011,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T2: Emergency,74.3
2011-10-01,Oct-Dec 2011,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T3: Urgent,69.3
2011-10-01,Oct-Dec 2011,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T4: Semi-urgent,72.6
2011-10-01,Oct-Dec 2011,Hospital,Calvary Mater,Hunter New England,Regional,Ungrouped acute - tertiary referral,T5: Non-urgent,85.6
2011-10-01,Oct-Dec 2011,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T2: Emergency,67.7
2011-10-01,Oct-Dec 2011,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T3: Urgent,71.3
2011-10-01,Oct-Dec 2011,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,67.5
2011-10-01,Oct-Dec 2011,Hospital,Campbelltown,South Western Sydney,Metropolitan,Major,T5: Non-urgent,93.0
2011-10-01,Oct-Dec 2011,Hospital,Canterbury,Sydney,Metropolitan,Major,T2: Emergency,66.3
2011-10-01,Oct-Dec 2011,Hospital,Canterbury,Sydney,Metropolitan,Major,T3: Urgent,58.6
2011-10-01,Oct-Dec 2011,Hospital,Canterbury,Sydney,Metropolitan,Major,T4: Semi-urgent,71.2
2011-10-01,Oct-Dec 2011,Hospital,Canterbury,Sydney,Metropolitan,Major,T5: Non-urgent,90.7
2011-10-01,Oct-Dec 2011,Hospital,Casino,Northern NSW,Regional,District group 2,T2: Emergency,42.8
2011-10-01,Oct-Dec 2011,Hospital,Casino,Northern NSW,Regional,District group 2,T3: Urgent,49.2
2011-10-01,Oct-Dec 2011,Hospital,Casino,Northern NSW,Regional,District group 2,T4: Semi-urgent,66.1
2011-10-01,Oct-Dec 2011,Hospital,Casino,Northern NSW,Regional,District group 2,T5: Non-urgent,89.7
2011-10-01,Oct-Dec 2011,Hospital,Cessnock,Hunter New England,Regional,District group 2,T2: Emergency,75.9
2011-10-01,Oct-Dec 2011,Hospital,Cessnock,Hunter New England,Regional,District group 2,T3: Urgent,68.7
2011-10-01,Oct-Dec 2011,Hospital,Cessnock,Hunter New England,Regional,District group 2,T4: Semi-urgent,76.9
2011-10-01,Oct-Dec 2011,Hospital,Cessnock,Hunter New England,Regional,District group 2,T5: Non-urgent,94.4
2011-10-01,Oct-Dec 2011,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T2: Emergency,100.0
2011-10-01,Oct-Dec 2011,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T3: Urgent,64.2
2011-10-01,Oct-Dec 2011,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T4: Semi-urgent,65.7
2011-10-01,Oct-Dec 2011,Hospital,Children's at Westmead,Sydney Children's Hospitals Network,Specialty network,Paediatric specialist,T5: Non-urgent,80.8
2011-10-01,Oct-Dec 2011,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T2: Emergency,69.2
2011-10-01,Oct-Dec 2011,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T3: Urgent,56.2
2011-10-01,Oct-Dec 2011,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T4: Semi-urgent,69.4
2011-10-01,Oct-Dec 2011,Hospital,Coffs Harbour,Mid North Coast,Regional,Major,T5: Non-urgent,88.4
2011-10-01,Oct-Dec 2011,Hospital,Concord,Sydney,Metropolitan,Principal referral,T2: Emergency,76.5
2011-10-01,Oct-Dec 2011,Hospital,Concord,Sydney,Metropolitan,Principal referral,T3: Urgent,70.5
2011-10-01,Oct-Dec 2011,Hospital,Concord,Sydney,Metropolitan,Principal referral,T4: Semi-urgent,75.5
2011-10-01,Oct-Dec 2011,Hospital,Concord,Sydney,Metropolitan,Principal referral,T5: Non-urgent,92.9
2011-10-01,Oct-Dec 2011,Hospital,Dubbo,Western NSW,Regional,Major,T2: Emergency,64.9
2011-10-01,Oct-Dec 2011,Hospital,Dubbo,Western NSW,Regional,Major,T3: Urgent,50.9
2011-10-01,Oct-Dec 2011,Hospital,Dubbo,Western NSW,Regional,Major,T4: Semi-urgent,65.3
2011-10-01,Oct-Dec 2011,Hospital,Dubbo,Western NSW,Regional,Major,T5: Non-urgent,91.0
2011-10-01,Oct-Dec 2011,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T2: Emergency,43.0
2011-10-01,Oct-Dec 2011,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T3: Urgent,63.7
2011-10-01,Oct-Dec 2011,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T4: Semi-urgent,68.3
2011-10-01,Oct-Dec 2011,Hospital,Fairfield,South Western Sydney,Metropolitan,Major,T5: Non-urgent,85.6
2011-10-01,Oct-Dec 2011,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T2: Emergency,75.8
2011-10-01,Oct-Dec 2011,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T3: Urgent,66.8
2011-10-01,Oct-Dec 2011,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T4: Semi-urgent,58.8
2011-10-01,Oct-Dec 2011,Hospital,Gosford,Central Coast,Metropolitan,Principal referral,T5: Non-urgent,76.4
2011-10-01,Oct-Dec 2011,Hospital,Goulburn,Southern NSW,Regional,District group 1,T2: Emergency,30.0
2011-10-01,Oct-Dec 2011,Hospital,Goulburn,Southern NSW,Regional,District group 1,T3: Urgent,48.3
2011-10-01,Oct-Dec 2011,Hospital,Goulburn,Southern NSW,Regional,District group 1,T4: Semi-urgent,62.2
2011-10-01,Oct-Dec 2011,Hospital,Goulburn,Southern NSW,Regional,District group 1,T5: Non-urgent,86.3
2011-10-01,Oct-Dec 2011,Hospital,Grafton,Northern NSW,Regional,District group 1,T2: Emergency,77.8
2011-10-01,Oct-Dec 2011,Hospital,Grafton,Northern NSW,Regional,District group 1,T3: Urgent,65.1
2011-10-01,Oct-Dec 2011,Hospital,Grafton,Northern NSW,Regional,District group 1,T4: Semi-urgent,58.7
2011-10-01,Oct-Dec 2011,Hospital,Grafton,Northern NSW,Regional,District group 1,T5: Non-urgent,87.1
2011-10-01,Oct-Dec 2011,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T2: Emergency,84.1
2011-10-01,Oct-Dec 2011,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T3: Urgent,73.3
2011-10-01,Oct-Dec 2011,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T4: Semi-urgent,75.2
2011-10-01,Oct-Dec 2011,Hospital,Griffith,Murrumbidgee,Regional,District group 1,T5: Non-urgent,90.9
2011-10-01,Oct-Dec 2011,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T2: Emergency,60.3
2011-10-01,Oct-Dec 2011,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T3: Urgent,68.5
2011-10-01,Oct-Dec 2011,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T4: Semi-urgent,72.8
2011-10-01,Oct-Dec 2011,Hospital,Gunnedah,Hunter New England,Regional,District group 2,T5: Non-urgent,90.4
2011-10-01,Oct-Dec 2011,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T2: Emergency,22.1
2011-10-01,Oct-Dec 2011,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T3: Urgent,54.7
2011-10-01,Oct-Dec 2011,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T4: Semi-urgent,80.9
2011-10-01,Oct-Dec 2011,Hospital,Hawkesbury,Nepean Blue Mountains,Metropolitan,District group 1,T5: Non-urgent,90.3
2011-10-01,Oct-Dec 2011,Hospital,Inverell,Hunter New England,Regional,District group 2,T2: Emergency,67.2
2011-10-01,Oct-Dec 2011,Hospital,Inverell,Hunter New England,Regional,District group 2,T3: Urgent,71.7
2011-10-01,Oct-Dec 2011,Hospital,Inverell,Hunter New England,Regional,District group 2,T4: Semi-urgent,76.5
2011-10-01,Oct-Dec 2011,Hospital,Inverell,Hunter New England,Regional,District group 2,T5: Non-urgent,92.9
2011-10-01,Oct-Dec 2011,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T2: Emergency,74.1
2011-10-01,Oct-Dec 2011,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T3: Urgent,62.4
2011-10-01,Oct-Dec 2011,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T4: Semi-urgent,63.0
2011-10-01,Oct-Dec 2011,Hospital,John Hunter,Hunter New England,Regional,Principal referral,T5: Non-urgent,77.9
2011-10-01,Oct-Dec 2011,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T2: Emergency,67.4
2011-10-01,Oct-Dec 2011,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T3: Urgent,70.0
2011-10-01,Oct-Dec 2011,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T4: Semi-urgent,82.5
2011-10-01,Oct-Dec 2011,Hospital,Kempsey,Mid North Coast,Regional,District group 2,T5: Non-urgent,95.9
2011-10-01,Oct-Dec 2011,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T2: Emergency,88.1
2011-10-01,Oct-Dec 2011,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T3: Urgent,83.3
2011-10-01,Oct-Dec 2011,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T4: Semi-urgent,87.5
2011-10-01,Oct-Dec 2011,Hospital,Kurri Kurri,Hunter New England,Regional,District group 2,T5: Non-urgent,97.7
2011-10-01,Oct-Dec 2011,Hospital,Lismore,Northern NSW,Regional,Major,T2: Emergency,76.9
2011-10-01,Oct-Dec 2011,Hospital,Lismore,Northern NSW,Regional,Major,T3: Urgent,59.0
2011-10-01,Oct-Dec 2011,Hospital,Lismore,Northern NSW,Regional,Major,T4: Semi-urgent,60.3
2011-10-01,Oct-Dec 2011,Hospital,Lismore,Northern NSW,Regional,Major,T5: Non-urgent,84.2
2011-10-01,Oct-Dec 2011,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T2: Emergency,84.0
2011-10-01,Oct-Dec 2011,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T3: Urgent,80.8
2011-10-01,Oct-Dec 2011,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T4: Semi-urgent,88.5
2011-10-01,Oct-Dec 2011,Hospital,Lithgow,Nepean Blue Mountains,Metropolitan,District group 2,T5: Non-urgent,96.2
2011-10-01,Oct-Dec 2011,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T2: Emergency,58.9
2011-10-01,Oct-Dec 2011,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T3: Urgent,61.6
2011-10-01,Oct-Dec 2011,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T4: Semi-urgent,76.0
2011-10-01,Oct-Dec 2011,Hospital,Liverpool,South Western Sydney,Metropolitan,Principal referral,T5: Non-urgent,89.0
2011-10-01,Oct-Dec 2011,Hospital,Maclean,Northern NSW,Regional,District group 2,T2: Emergency,88.8
2011-10-01,Oct-Dec 2011,Hospital,Maclean,Northern NSW,Regional,District group 2,T3: Urgent,72.4
2011-10-01,Oct-Dec 2011,Hospital,Maclean,Northern NSW,Regional,District group 2,T4: Semi-urgent,68.2
2011-10-01,Oct-Dec 2011,Hospital,Maclean,Northern NSW,Regional,District group 2,T5: Non-urgent,86.7
2011-10-01,Oct-Dec 2011,Hospital,Maitland,Hunter New England,Regional,Major,T2: Emergency,60.7
2011-10-01,Oct-Dec 2011,Hospital,Maitland,Hunter New England,Regional,Major,T3: Urgent,61.5
2011-10-01,Oct-Dec 2011,Hospital,Maitland,Hunter New England,Regional,Major,T4: Semi-urgent,62.2
2011-10-01,Oct-Dec 2011,Hospital,Maitland,Hunter New England,Regional,Major,T5: Non-urgent,82.9
2011-10-01,Oct-Dec 2011,Hospital,Manning,Hunter New England,Regional,Major,T2: Emergency,71.5
2011-10-01,Oct-Dec 2011,Hospital,Manning,Hunter New England,Regional,Major,T3: Urgent,57.6
2011-10-01,Oct-Dec 2011,Hospital,Manning,Hunter New England,Regional,Major,T4: Semi-urgent,61.6
2011-10-01,Oct-Dec 2011,Hospital,Manning,Hunter New England,Regional,Major,T5: Non-urgent,81.7
2011-10-01,Oct-Dec 2011,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T2: Emergency,83.8
2011-10-01,Oct-Dec 2011,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T3: Urgent,85.0
2011-10-01,Oct-Dec 2011,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T4: Semi-urgent,83.2
2011-10-01,Oct-Dec 2011,Hospital,Milton,Illawarra Shoalhaven,Metropolitan,District group 2,T5: Non-urgent,94.4
2011-10-01,Oct-Dec 2011,Hospital,Moree,Hunter New England,Regional,District group 2,T2: Emergency,79.4
2011-10-01,Oct-Dec 2011,Hospital,Moree,Hunter New England,Regional,District group 2,T3: Urgent,81.3
2011-10-01,Oct-Dec 2011,Hospital,Moree,Hunter New England,Regional,District group 2,T4: Semi-urgent,85.6
2011-10-01,Oct-Dec 2011,Hospital,Moree,Hunter New England,Regional,District group 2,T5: Non-urgent,97.9
2011-10-01,Oct-Dec 2011,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T2: Emergency,72.1
2011-10-01,Oct-Dec 2011,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T3: Urgent,58.4
2011-10-01,Oct-Dec 2011,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T4: Semi-urgent,53.5
2011-10-01,Oct-Dec 2011,Hospital,Mount Druitt,Western Sydney,Metropolitan,District group 1,T5: Non-urgent,78.5
2011-10-01,Oct-Dec 2011,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T2: Emergency,89.2
2011-10-01,Oct-Dec 2011,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T3: Urgent,78.5
2011-10-01,Oct-Dec 2011,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T4: Semi-urgent,84.8
2011-10-01,Oct-Dec 2011,Hospital,Murwillumbah,Northern NSW,Regional,District group 1,T5: Non-urgent,96.9
2011-10-01,Oct-Dec 2011,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T2: Emergency,79.0
2011-10-01,Oct-Dec 2011,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T3: Urgent,64.6
2011-10-01,Oct-Dec 2011,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T4: Semi-urgent,73.5
2011-10-01,Oct-Dec 2011,Hospital,Muswellbrook,Hunter New England,Regional,District group 2,T5: Non-urgent,95.2
2011-10-01,Oct-Dec 2011,Hospital,Narrabri,Hunter New England,Regional,District group 2,T2: Emergency,91.7
2011-10-01,Oct-Dec 2011,Hospital,Narrabri,Hunter New England,Regional,District group 2,T3: Urgent,92.8
2011-10-01,Oct-Dec 2011,Hospital,Narrabri,Hunter New England,Regional,District group 2,T4: Semi-urgent,97.9
2011-10-01,Oct-Dec 2011,Hospital,Narrabri,Hunter New England,Regional,District group 2,T5: Non-urgent,100.0
2011-10-01,Oct-Dec 2011,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T2: Emergency,58.2
2011-10-01,Oct-Dec 2011,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T3: Urgent,56.5
2011-10-01,Oct-Dec 2011,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T4: Semi-urgent,72.7
2011-10-01,Oct-Dec 2011,Hospital,Nepean,Nepean Blue Mountains,Metropolitan,Principal referral,T5: Non-urgent,91.4
2011-10-01,Oct-Dec 2011,Hospital,Orange,Western NSW,Regional,Major,T2: Emergency,83.6
2011-10-01,Oct-Dec 2011,Hospital,Orange,Western NSW,Regional,Major,T3: Urgent,74.8
2011-10-01,Oct-Dec 2011,Hospital,Orange,Western NSW,Regional,Major,T4: Semi-urgent,78.2
2011-10-01,Oct-Dec 2011,Hospital,Orange,Western NSW,Regional,Major,T5: Non-urgent,88.5
2011-10-01,Oct-Dec 2011,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T2: Emergency,58.4
2011-10-01,Oct-Dec 2011,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T3: Urgent,64.1
2011-10-01,Oct-Dec 2011,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T4: Semi-urgent,74.1
2011-10-01,Oct-Dec 2011,Hospital,Port Macquarie,Mid North Coast,Regional,Major,T5: Non-urgent,93.7
2011-10-01,Oct-Dec 2011,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T2: Emergency,63.0
2011-10-01,Oct-Dec 2011,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T3: Urgent,53.9
2011-10-01,Oct-Dec 2011,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,69.6
2011-10-01,Oct-Dec 2011,Hospital,Prince of Wales,South Eastern Sydney,Metropolitan,Principal referral,T5: Non-urgent,83.9
2011-10-01,Oct-Dec 2011,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T2: Emergency,75.5
2011-10-01,Oct-Dec 2011,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T3: Urgent,65.7
2011-10-01,Oct-Dec 2011,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T4: Semi-urgent,72.3
2011-10-01,Oct-Dec 2011,Hospital,Royal North Shore,Northern Sydney,Metropolitan,Principal referral,T5: Non-urgent,85.9
2011-10-01,Oct-Dec 2011,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T2: Emergency,60.3
2011-10-01,Oct-Dec 2011,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T3: Urgent,59.3
2011-10-01,Oct-Dec 2011,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T4: Semi-urgent,68.5
2011-10-01,Oct-Dec 2011,Hospital,Royal Prince Alfred,Sydney,Metropolitan,Principal referral,T5: Non-urgent,85.7
2011-10-01,Oct-Dec 2011,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T2: Emergency,58.2
2011-10-01,Oct-Dec 2011,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T3: Urgent,59.8
2011-10-01,Oct-Dec 2011,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T4: Semi-urgent,68.1
2011-10-01,Oct-Dec 2011,Hospital,Shellharbour,Illawarra Shoalhaven,Metropolitan,District group 1,T5: Non-urgent,90.0
2011-10-01,Oct-Dec 2011,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T2: Emergency,52.5
2011-10-01,Oct-Dec 2011,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T3: Urgent,60.5
2011-10-01,Oct-Dec 2011,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T4: Semi-urgent,68.9
2011-10-01,Oct-Dec 2011,Hospital,Shoalhaven,Illawarra Shoalhaven,Metropolitan,Major,T5: Non-urgent,88.8
2011-10-01,Oct-Dec 2011,Hospital,Singleton,Hunter New England,Regional,District group 2,T2: Emergency,64.6
2011-10-01,Oct-Dec 2011,Hospital,Singleton,Hunter New England,Regional,District group 2,T3: Urgent,63.4
2011-10-01,Oct-Dec 2011,Hospital,Singleton,Hunter New England,Regional,District group 2,T4: Semi-urgent,74.0
2011-10-01,Oct-Dec 2011,Hospital,Singleton,Hunter New England,Regional,District group 2,T5: Non-urgent,97.2
2011-10-01,Oct-Dec 2011,Hospital,South East Regional,Southern NSW,Regional,District group 1,T2: Emergency,63.1
2011-10-01,Oct-Dec 2011,Hospital,South East Regional,Southern NSW,Regional,District group 1,T3: Urgent,68.1
2011-10-01,Oct-Dec 2011,Hospital,South East Regional,Southern NSW,Regional,District group 1,T4: Semi-urgent,70.7
