reporting_period,entity,lhd,peer_group,attendances,pct_on_time,quarter_start,district_type
Oct-Dec 2013,Campbelltown,South Western Sydney,Major,14924.0,75.8,2013-10-01,Metropolitan
Oct-Dec 2013,Canterbury,Sydney,Major,9836.0,73.8,2013-10-01,Metropolitan
Oct-Dec 2013,Casino,Northern NSW,District group 2,3565.0,73.4,2013-10-01,Regional
Oct-Dec 2013,Cessnock,Hunter New England,District group 2,4222.0,73.0,2013-10-01,Regional
Oct-Dec 2013,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,12768.0,66.1,2013-10-01,Specialty network
Oct-Dec 2013,Coffs Harbour,Mid North Coast,Major,9422.0,85.6,2013-10-01,Regional
Oct-Dec 2013,Concord,Sydney,Principal referral,9309.0,73.3,2013-10-01,Metropolitan
Oct-Dec 2013,Deniliquin,Murrumbidgee,District group 2,2060.0,92.0,2013-10-01,Regional
Oct-Dec 2013,Dubbo,Western NSW,Major,6952.0,79.1,2013-10-01,Regional
Oct-Dec 2013,Fairfield,South Western Sydney,Major,8808.0,80.6,2013-10-01,Metropolitan
Oct-Dec 2013,Gosford,Central Coast,Principal referral,14485.0,68.7,2013-10-01,Metropolitan
Oct-Dec 2013,Goulburn,Southern NSW,District group 1,4279.0,63.3,2013-10-01,Regional
Oct-Dec 2013,Grafton,Northern NSW,District group 1,5637.0,71.9,2013-10-01,Regional
Oct-Dec 2013,Griffith,Murrumbidgee,District group 1,4688.0,77.3,2013-10-01,Regional
Oct-Dec 2013,Gunnedah,Hunter New England,District group 2,2077.0,78.8,2013-10-01,Regional
Oct-Dec 2013,Hawkesbury,Nepean Blue Mountains,District group 1,5501.0,82.1,2013-10-01,Metropolitan
Oct-Dec 2013,Hornsby,Northern Sydney,Major,9294.0,86.5,2013-10-01,Metropolitan
Oct-Dec 2013,Inverell,Hunter New England,District group 2,3545.0,82.9,2013-10-01,Regional
Oct-Dec 2013,John Hunter,Hunter New England,Principal referral,17986.0,77.7,2013-10-01,Regional
Oct-Dec 2013,Kempsey,Mid North Coast,District group 2,5578.0,76.9,2013-10-01,Regional
Oct-Dec 2013,Kurri Kurri,Hunter New England,District group 2,1888.0,79.8,2013-10-01,Regional
Oct-Dec 2013,Lismore,Northern NSW,Major,7424.0,65.9,2013-10-01,Regional
Oct-Dec 2013,Lithgow,Nepean Blue Mountains,District group 2,3311.0,86.7,2013-10-01,Metropolitan
Oct-Dec 2013,Liverpool,South Western Sydney,Principal referral,19005.0,76.5,2013-10-01,Metropolitan
Oct-Dec 2013,Macksville,Mid North Coast,District group 2,3248.0,68.8,2013-10-01,Regional
Oct-Dec 2013,Maclean,Northern NSW,District group 2,2962.0,69.6,2013-10-01,Regional
Oct-Dec 2013,Maitland,Hunter New England,Major,11317.0,64.0,2013-10-01,Regional
Oct-Dec 2013,Manly,Northern Sydney,Major,6232.0,82.7,2013-10-01,Metropolitan
Oct-Dec 2013,Manning,Hunter New England,Major,6700.0,79.1,2013-10-01,Regional
Oct-Dec 2013,Milton,Illawarra Shoalhaven,District group 2,3961.0,78.1,2013-10-01,Metropolitan
Oct-Dec 2013,Mona Vale,Northern Sydney,Major,8320.0,83.2,2013-10-01,Metropolitan
Oct-Dec 2013,Moree,Hunter New England,District group 2,2221.0,96.8,2013-10-01,Regional
Oct-Dec 2013,Moruya,Southern NSW,District group 2,2909.0,75.3,2013-10-01,Regional
Oct-Dec 2013,Mount Druitt,Western Sydney,District group 1,8231.0,60.6,2013-10-01,Metropolitan
Oct-Dec 2013,Murwillumbah,Northern NSW,District group 1,4584.0,88.1,2013-10-01,Regional
Oct-Dec 2013,Muswellbrook,Hunter New England,District group 2,2058.0,83.0,2013-10-01,Regional
Oct-Dec 2013,Narrabri,Hunter New England,District group 2,1502.0,95.6,2013-10-01,Regional
Oct-Dec 2013,Nepean,Nepean Blue Mountains,Principal referral,15549.0,82.5,2013-10-01,Metropolitan
Oct-Dec 2013,Orange,Western NSW,Major,7103.0,82.2,2013-10-01,Regional
Oct-Dec 2013,Port Macquarie,Mid North Coast,Major,7583.0,76.0,2013-10-01,Regional
Oct-Dec 2013,Prince of Wales,South Eastern Sydney,Principal referral,13943.0,75.3,2013-10-01,Metropolitan
Oct-Dec 2013,Queanbeyan,Southern NSW,District group 2,4553.0,69.3,2013-10-01,Regional
Oct-Dec 2013,Royal North Shore,Northern Sydney,Principal referral,17923.0,81.9,2013-10-01,Metropolitan
Oct-Dec 2013,Royal Prince Alfred,Sydney,Principal referral,18322.0,51.9,2013-10-01,Metropolitan
Oct-Dec 2013,Ryde,Northern Sydney,District group 1,6779.0,87.7,2013-10-01,Metropolitan
Oct-Dec 2013,Shellharbour,Illawarra Shoalhaven,District group 1,7191.0,67.5,2013-10-01,Metropolitan
Oct-Dec 2013,Shoalhaven,Illawarra Shoalhaven,Major,9293.0,64.6,2013-10-01,Metropolitan
Oct-Dec 2013,Singleton,Hunter New England,District group 2,2799.0,74.0,2013-10-01,Regional
Oct-Dec 2013,South East Regional,Southern NSW,District group 1,2946.0,73.4,2013-10-01,Regional
Oct-Dec 2013,St George,South Eastern Sydney,Principal referral,17109.0,65.7,2013-10-01,Metropolitan
Oct-Dec 2013,St Vincent's,St Vincent's Health Network,Principal referral,12096.0,80.8,2013-10-01,Specialty network
Oct-Dec 2013,Sutherland,South Eastern Sydney,Major,12343.0,70.2,2013-10-01,Metropolitan
Oct-Dec 2013,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9230.0,68.7,2013-10-01,Specialty network
Oct-Dec 2013,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,10024.0,93.0,2013-10-01,Metropolitan
Oct-Dec 2013,Tamworth,Hunter New England,Major,10141.0,77.6,2013-10-01,Regional
Oct-Dec 2013,Tweed Valley,Northern NSW,Major,11230.0,88.1,2013-10-01,Regional
Oct-Dec 2013,Wagga Wagga,Murrumbidgee,Major,8972.0,82.6,2013-10-01,Regional
Oct-Dec 2013,Westmead,Western Sydney,Principal referral,16936.0,70.5,2013-10-01,Metropolitan
Oct-Dec 2013,Wollongong,Illawarra Shoalhaven,Principal referral,15186.0,65.2,2013-10-01,Metropolitan
Oct-Dec 2013,Wyong,Central Coast,Major,14804.0,71.1,2013-10-01,Metropolitan
Oct-Dec 2013,Young,Murrumbidgee,District group 2,2294.0,90.9,2013-10-01,Regional
Oct-Dec 2014,Armidale,Hunter New England,District group 1,3870.0,75.9,2014-10-01,Regional
Oct-Dec 2014,Auburn,Western Sydney,Major,6707.0,73.2,2014-10-01,Metropolitan
Oct-Dec 2014,Ballina,Northern NSW,District group 2,4307.0,74.8,2014-10-01,Regional
Oct-Dec 2014,Bankstown-Lidcombe,South Western Sydney,Principal referral,12941.0,69.6,2014-10-01,Metropolitan
Oct-Dec 2014,Batemans Bay,Southern NSW,District group 2,3550.0,77.9,2014-10-01,Regional
Oct-Dec 2014,Bathurst,Western NSW,District group 1,6264.0,85.0,2014-10-01,Regional
Oct-Dec 2014,Belmont,Hunter New England,District group 1,6429.0,84.0,2014-10-01,Regional
Oct-Dec 2014,Blacktown,Western Sydney,Major,10303.0,75.4,2014-10-01,Metropolitan
Oct-Dec 2014,Blue Mountains,Nepean Blue Mountains,District group 2,4538.0,74.4,2014-10-01,Metropolitan
Oct-Dec 2014,Bowral,South Western Sydney,District group 1,4565.0,73.6,2014-10-01,Metropolitan
Oct-Dec 2014,Broken Hill,Far West,District group 1,5190.0,72.9,2014-10-01,Regional
Oct-Dec 2014,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,8890.0,78.5,2014-10-01,Regional
Oct-Dec 2014,Campbelltown,South Western Sydney,Major,15773.0,75.9,2014-10-01,Metropolitan
Oct-Dec 2014,Canterbury,Sydney,Major,10569.0,77.6,2014-10-01,Metropolitan
Oct-Dec 2014,Casino,Northern NSW,District group 2,3543.0,67.7,2014-10-01,Regional
Oct-Dec 2014,Cessnock,Hunter New England,District group 2,4280.0,77.8,2014-10-01,Regional
Oct-Dec 2014,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,13958.0,70.1,2014-10-01,Specialty network
Oct-Dec 2014,Coffs Harbour,Mid North Coast,Major,9500.0,85.8,2014-10-01,Regional
Oct-Dec 2014,Concord,Sydney,Principal referral,9638.0,74.7,2014-10-01,Metropolitan
Oct-Dec 2014,Deniliquin,Murrumbidgee,District group 2,2218.0,90.2,2014-10-01,Regional
Oct-Dec 2014,Dubbo,Western NSW,Major,7350.0,75.0,2014-10-01,Regional
Oct-Dec 2014,Fairfield,South Western Sydney,Major,9088.0,70.8,2014-10-01,Metropolitan
Oct-Dec 2014,Forbes,Western NSW,District group 2,2195.0,87.2,2014-10-01,Regional
Oct-Dec 2014,Gosford,Central Coast,Principal referral,15487.0,67.7,2014-10-01,Metropolitan
Oct-Dec 2014,Goulburn,Southern NSW,District group 1,4378.0,63.4,2014-10-01,Regional
Oct-Dec 2014,Grafton,Northern NSW,District group 1,6143.0,71.1,2014-10-01,Regional
Oct-Dec 2014,Griffith,Murrumbidgee,District group 1,4856.0,78.5,2014-10-01,Regional
Oct-Dec 2014,Gunnedah,Hunter New England,District group 2,2230.0,80.0,2014-10-01,Regional
Oct-Dec 2014,Hawkesbury,Nepean Blue Mountains,District group 1,5756.0,82.2,2014-10-01,Metropolitan
Oct-Dec 2014,Hornsby,Northern Sydney,Major,9727.0,91.2,2014-10-01,Metropolitan
Oct-Dec 2014,Inverell,Hunter New England,District group 2,2712.0,81.9,2014-10-01,Regional
Oct-Dec 2014,John Hunter,Hunter New England,Principal referral,18752.0,73.8,2014-10-01,Regional
Oct-Dec 2014,Kempsey,Mid North Coast,District group 2,5888.0,77.5,2014-10-01,Regional
Oct-Dec 2014,Kurri Kurri,Hunter New England,District group 2,1590.0,87.6,2014-10-01,Regional
Oct-Dec 2014,Lismore,Northern NSW,Major,8126.0,75.6,2014-10-01,Regional
Oct-Dec 2014,Lithgow,Nepean Blue Mountains,District group 2,3125.0,90.7,2014-10-01,Metropolitan
Oct-Dec 2014,Liverpool,South Western Sydney,Principal referral,19729.0,64.8,2014-10-01,Metropolitan
Oct-Dec 2014,Macksville,Mid North Coast,District group 2,3425.0,62.6,2014-10-01,Regional
Oct-Dec 2014,Maclean,Northern NSW,District group 2,3050.0,66.0,2014-10-01,Regional
Oct-Dec 2014,Maitland,Hunter New England,Major,11659.0,65.4,2014-10-01,Regional
Oct-Dec 2014,Manly,Northern Sydney,Major,6397.0,89.7,2014-10-01,Metropolitan
Oct-Dec 2014,Manning,Hunter New England,Major,7576.0,84.4,2014-10-01,Regional
Oct-Dec 2014,Milton,Illawarra Shoalhaven,District group 2,4118.0,74.9,2014-10-01,Metropolitan
Oct-Dec 2014,Mona Vale,Northern Sydney,Major,8525.0,84.5,2014-10-01,Metropolitan
Oct-Dec 2014,Moree,Hunter New England,District group 2,2090.0,95.8,2014-10-01,Regional
Oct-Dec 2014,Moruya,Southern NSW,District group 2,2772.0,76.4,2014-10-01,Regional
Oct-Dec 2014,Mount Druitt,Western Sydney,District group 1,7982.0,59.9,2014-10-01,Metropolitan
Oct-Dec 2014,Mudgee,Western NSW,District group 2,2869.0,71.4,2014-10-01,Regional
Oct-Dec 2014,Murwillumbah,Northern NSW,District group 1,4072.0,92.9,2014-10-01,Regional
Oct-Dec 2014,Muswellbrook,Hunter New England,District group 2,2168.0,83.6,2014-10-01,Regional
Oct-Dec 2014,Narrabri,Hunter New England,District group 2,1495.0,94.0,2014-10-01,Regional
Oct-Dec 2014,Nepean,Nepean Blue Mountains,Principal referral,16773.0,65.3,2014-10-01,Metropolitan
Oct-Dec 2014,Orange,Western NSW,Major,7397.0,89.3,2014-10-01,Regional
Oct-Dec 2014,Port Macquarie,Mid North Coast,Major,7873.0,76.4,2014-10-01,Regional
Oct-Dec 2014,Prince of Wales,South Eastern Sydney,Principal referral,14435.0,71.4,2014-10-01,Metropolitan
Oct-Dec 2014,Queanbeyan,Southern NSW,District group 2,4502.0,69.1,2014-10-01,Regional
Oct-Dec 2014,Royal North Shore,Northern Sydney,Principal referral,18913.0,82.2,2014-10-01,Metropolitan
Oct-Dec 2014,Royal Prince Alfred,Sydney,Principal referral,18387.0,54.5,2014-10-01,Metropolitan
Oct-Dec 2014,Ryde,Northern Sydney,District group 1,6762.0,89.8,2014-10-01,Metropolitan
Oct-Dec 2014,Shellharbour,Illawarra Shoalhaven,District group 1,7332.0,73.9,2014-10-01,Metropolitan
Oct-Dec 2014,Shoalhaven,Illawarra Shoalhaven,Major,9202.0,63.1,2014-10-01,Metropolitan
Oct-Dec 2014,Singleton,Hunter New England,District group 2,3017.0,70.5,2014-10-01,Regional
Oct-Dec 2014,South East Regional,Southern NSW,District group 1,3124.0,74.8,2014-10-01,Regional
Oct-Dec 2014,St George,South Eastern Sydney,Principal referral,18333.0,74.2,2014-10-01,Metropolitan
Oct-Dec 2014,St Vincent's,St Vincent's Health Network,Principal referral,12438.0,79.5,2014-10-01,Specialty network
Oct-Dec 2014,Sutherland,South Eastern Sydney,Major,12661.0,72.2,2014-10-01,Metropolitan
Oct-Dec 2014,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9358.0,74.8,2014-10-01,Specialty network
Oct-Dec 2014,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,9795.0,91.3,2014-10-01,Metropolitan
Oct-Dec 2014,Tamworth,Hunter New England,Major,10444.0,77.8,2014-10-01,Regional
Oct-Dec 2014,Tweed Valley,Northern NSW,Major,12485.0,85.4,2014-10-01,Regional
Oct-Dec 2014,Wagga Wagga,Murrumbidgee,Major,9046.0,83.7,2014-10-01,Regional
Oct-Dec 2014,Westmead,Western Sydney,Principal referral,18198.0,54.6,2014-10-01,Metropolitan
Oct-Dec 2014,Wollongong,Illawarra Shoalhaven,Principal referral,15327.0,64.9,2014-10-01,Metropolitan
Oct-Dec 2014,Wyong,Central Coast,Major,15149.0,80.2,2014-10-01,Metropolitan
Oct-Dec 2014,Young,Murrumbidgee,District group 2,2462.0,95.5,2014-10-01,Regional
Oct-Dec 2015,Armidale,Hunter New England,District group 1,4022.0,72.8,2015-10-01,Regional
Oct-Dec 2015,Auburn,Western Sydney,Major,6678.0,68.8,2015-10-01,Metropolitan
Oct-Dec 2015,Ballina,Northern NSW,District group 2,4258.0,76.5,2015-10-01,Regional
Oct-Dec 2015,Bankstown-Lidcombe,South Western Sydney,Principal referral,13418.0,80.7,2015-10-01,Metropolitan
Oct-Dec 2015,Batemans Bay,Southern NSW,District group 2,3649.0,75.5,2015-10-01,Regional
Oct-Dec 2015,Bathurst,Western NSW,District group 1,6430.0,79.2,2015-10-01,Regional
Oct-Dec 2015,Belmont,Hunter New England,District group 1,6048.0,91.5,2015-10-01,Regional
Oct-Dec 2015,Blacktown,Western Sydney,Major,10902.0,65.6,2015-10-01,Metropolitan
Oct-Dec 2015,Blue Mountains,Nepean Blue Mountains,District group 2,4348.0,74.1,2015-10-01,Metropolitan
Oct-Dec 2015,Bowral,South Western Sydney,District group 1,4731.0,78.2,2015-10-01,Metropolitan
Oct-Dec 2015,Broken Hill,Far West,District group 1,4885.0,90.6,2015-10-01,Regional
Oct-Dec 2015,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,8825.0,75.4,2015-10-01,Regional
Oct-Dec 2015,Campbelltown,South Western Sydney,Major,16280.0,77.3,2015-10-01,Metropolitan
Oct-Dec 2015,Canterbury,Sydney,Major,10677.0,86.6,2015-10-01,Metropolitan
Oct-Dec 2015,Casino,Northern NSW,District group 2,3571.0,65.2,2015-10-01,Regional
Oct-Dec 2015,Cessnock,Hunter New England,District group 2,4421.0,79.5,2015-10-01,Regional
Oct-Dec 2015,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,14129.0,61.2,2015-10-01,Specialty network
Oct-Dec 2015,Coffs Harbour,Mid North Coast,Major,9370.0,84.9,2015-10-01,Regional
Oct-Dec 2015,Concord,Sydney,Principal referral,9714.0,71.4,2015-10-01,Metropolitan
Oct-Dec 2015,Deniliquin,Murrumbidgee,District group 2,2428.0,96.3,2015-10-01,Regional
Oct-Dec 2015,Dubbo,Western NSW,Major,7789.0,69.5,2015-10-01,Regional
Oct-Dec 2015,Fairfield,South Western Sydney,Major,8788.0,71.1,2015-10-01,Metropolitan
Oct-Dec 2015,Forbes,Western NSW,District group 2,2492.0,89.1,2015-10-01,Regional
Oct-Dec 2015,Gosford,Central Coast,Principal referral,15962.0,71.1,2015-10-01,Metropolitan
Oct-Dec 2015,Goulburn,Southern NSW,District group 1,4436.0,58.0,2015-10-01,Regional
Oct-Dec 2015,Grafton,Northern NSW,District group 1,6356.0,70.7,2015-10-01,Regional
Oct-Dec 2015,Griffith,Murrumbidgee,District group 1,4796.0,75.1,2015-10-01,Regional
Oct-Dec 2015,Gunnedah,Hunter New England,District group 2,2144.0,78.6,2015-10-01,Regional
Oct-Dec 2015,Hawkesbury,Nepean Blue Mountains,District group 1,5896.0,82.7,2015-10-01,Metropolitan
Oct-Dec 2015,Hornsby,Northern Sydney,Major,9565.0,85.9,2015-10-01,Metropolitan
Oct-Dec 2015,Inverell,Hunter New England,District group 2,2023.0,86.1,2015-10-01,Regional
Oct-Dec 2015,John Hunter,Hunter New England,Principal referral,19336.0,70.5,2015-10-01,Regional
Oct-Dec 2015,Kempsey,Mid North Coast,District group 2,6256.0,77.1,2015-10-01,Regional
Oct-Dec 2015,Kurri Kurri,Hunter New England,District group 2,1321.0,90.2,2015-10-01,Regional
Oct-Dec 2015,Lismore,Northern NSW,Major,7942.0,65.5,2015-10-01,Regional
Oct-Dec 2015,Lithgow,Nepean Blue Mountains,District group 2,3255.0,91.4,2015-10-01,Metropolitan
Oct-Dec 2015,Liverpool,South Western Sydney,Principal referral,20531.0,67.4,2015-10-01,Metropolitan
Oct-Dec 2015,Macksville,Mid North Coast,District group 2,3440.0,77.1,2015-10-01,Regional
Oct-Dec 2015,Maclean,Northern NSW,District group 2,3084.0,62.9,2015-10-01,Regional
Oct-Dec 2015,Maitland,Hunter New England,Major,11829.0,74.0,2015-10-01,Regional
Oct-Dec 2015,Manly,Northern Sydney,Major,6151.0,89.2,2015-10-01,Metropolitan
Oct-Dec 2015,Manning,Hunter New England,Major,7318.0,76.8,2015-10-01,Regional
Oct-Dec 2015,Milton,Illawarra Shoalhaven,District group 2,4138.0,78.9,2015-10-01,Metropolitan
Oct-Dec 2015,Mona Vale,Northern Sydney,Major,8822.0,83.6,2015-10-01,Metropolitan
Oct-Dec 2015,Moree,Hunter New England,District group 2,2074.0,94.4,2015-10-01,Regional
Oct-Dec 2015,Moruya,Southern NSW,District group 2,2686.0,76.8,2015-10-01,Regional
Oct-Dec 2015,Mount Druitt,Western Sydney,District group 1,7969.0,63.4,2015-10-01,Metropolitan
Oct-Dec 2015,Mudgee,Western NSW,District group 2,3463.0,74.4,2015-10-01,Regional
Oct-Dec 2015,Murwillumbah,Northern NSW,District group 1,4453.0,85.5,2015-10-01,Regional
Oct-Dec 2015,Muswellbrook,Hunter New England,District group 2,2492.0,82.5,2015-10-01,Regional
Oct-Dec 2015,Narrabri,Hunter New England,District group 2,1407.0,90.0,2015-10-01,Regional
Oct-Dec 2015,Nepean,Nepean Blue Mountains,Principal referral,16819.0,60.5,2015-10-01,Metropolitan
Oct-Dec 2015,Orange,Western NSW,Major,7515.0,87.1,2015-10-01,Regional
Oct-Dec 2015,Port Macquarie,Mid North Coast,Major,8130.0,75.7,2015-10-01,Regional
Oct-Dec 2015,Prince of Wales,South Eastern Sydney,Principal referral,14696.0,76.0,2015-10-01,Metropolitan
Oct-Dec 2015,Queanbeyan,Southern NSW,District group 2,4407.0,74.5,2015-10-01,Regional
Oct-Dec 2015,Royal North Shore,Northern Sydney,Principal referral,19865.0,81.3,2015-10-01,Metropolitan
Oct-Dec 2015,Royal Prince Alfred,Sydney,Principal referral,18691.0,62.3,2015-10-01,Metropolitan
Oct-Dec 2015,Ryde,Northern Sydney,District group 1,6914.0,86.4,2015-10-01,Metropolitan
Oct-Dec 2015,Shellharbour,Illawarra Shoalhaven,District group 1,7652.0,73.0,2015-10-01,Metropolitan
Oct-Dec 2015,Shoalhaven,Illawarra Shoalhaven,Major,9572.0,61.4,2015-10-01,Metropolitan
Oct-Dec 2015,Singleton,Hunter New England,District group 2,2858.0,69.9,2015-10-01,Regional
Oct-Dec 2015,South East Regional,Southern NSW,District group 1,3351.0,73.4,2015-10-01,Regional
Oct-Dec 2015,St George,South Eastern Sydney,Principal referral,19396.0,70.8,2015-10-01,Metropolitan
Oct-Dec 2015,St Vincent's,St Vincent's Health Network,Principal referral,12447.0,83.4,2015-10-01,Specialty network
Oct-Dec 2015,Sutherland,South Eastern Sydney,Major,12915.0,67.3,2015-10-01,Metropolitan
Oct-Dec 2015,Sydney Children's Randwick,Sydney Children's Hospitals Network,Paediatric specialist,9401.0,64.8,2015-10-01,Specialty network
Oct-Dec 2015,Sydney and Sydney Eye,South Eastern Sydney,Ungrouped acute - tertiary referral,9908.0,88.4,2015-10-01,Metropolitan
Oct-Dec 2015,Tamworth,Hunter New England,Major,10861.0,64.5,2015-10-01,Regional
Oct-Dec 2015,Tweed Valley,Northern NSW,Major,12940.0,87.8,2015-10-01,Regional
Oct-Dec 2015,Wagga Wagga,Murrumbidgee,Major,9860.0,77.8,2015-10-01,Regional
Oct-Dec 2015,Westmead,Western Sydney,Principal referral,18448.0,53.8,2015-10-01,Metropolitan
Oct-Dec 2015,Wollongong,Illawarra Shoalhaven,Principal referral,15872.0,63.0,2015-10-01,Metropolitan
Oct-Dec 2015,Wyong,Central Coast,Major,16013.0,77.7,2015-10-01,Metropolitan
Oct-Dec 2015,Young,Murrumbidgee,District group 2,2326.0,91.2,2015-10-01,Regional
Oct-Dec 2016,Armidale,Hunter New England,District group 1,4072.0,64.0,2016-10-01,Regional
Oct-Dec 2016,Auburn,Western Sydney,Major,6796.0,68.8,2016-10-01,Metropolitan
Oct-Dec 2016,Ballina,Northern NSW,District group 2,4170.0,77.8,2016-10-01,Regional
Oct-Dec 2016,Bankstown-Lidcombe,South Western Sydney,Principal referral,13519.0,71.0,2016-10-01,Metropolitan
Oct-Dec 2016,Batemans Bay,Southern NSW,District group 2,4132.0,75.8,2016-10-01,Regional
Oct-Dec 2016,Bathurst,Western NSW,District group 1,6384.0,83.9,2016-10-01,Regional
Oct-Dec 2016,Belmont,Hunter New England,District group 1,6292.0,85.8,2016-10-01,Regional
Oct-Dec 2016,Blacktown,Western Sydney,Major,11714.0,56.1,2016-10-01,Metropolitan
Oct-Dec 2016,Blue Mountains,Nepean Blue Mountains,District group 2,4258.0,77.0,2016-10-01,Metropolitan
Oct-Dec 2016,Bowral,South Western Sydney,District group 1,5133.0,79.2,2016-10-01,Metropolitan
Oct-Dec 2016,Broken Hill,Far West,District group 1,5845.0,88.1,2016-10-01,Regional
Oct-Dec 2016,Byron Central,Northern NSW,District group 2,4958.0,82.5,2016-10-01,Regional
Oct-Dec 2016,Calvary Mater,Hunter New England,Ungrouped acute - tertiary referral,9442.0,82.5,2016-10-01,Regional
Oct-Dec 2016,Campbelltown,South Western Sydney,Major,16810.0,79.6,2016-10-01,Metropolitan
Oct-Dec 2016,Canterbury,Sydney,Major,11536.0,82.5,2016-10-01,Metropolitan
Oct-Dec 2016,Casino,Northern NSW,District group 2,3471.0,68.5,2016-10-01,Regional
Oct-Dec 2016,Cessnock,Hunter New England,District group 2,4487.0,79.7,2016-10-01,Regional
Oct-Dec 2016,Children's at Westmead,Sydney Children's Hospitals Network,Paediatric specialist,14210.0,64.2,2016-10-01,Specialty network
Oct-Dec 2016,Coffs Harbour,Mid North Coast,Major,10055.0,82.2,2016-10-01,Regional
Oct-Dec 2016,Concord,Sydney,Principal referral,9980.0,80.7,2016-10-01,Metropolitan
Oct-Dec 2016,Cooma,Southern NSW,District group 2,2560.0,77.3,2016-10-01,Regional
Oct-Dec 2016,Cowra,Western NSW,District group 2,2024.0,94.4,2016-10-01,Regional
Oct-Dec 2016,Deniliquin,Murrumbidgee,District group 2,2699.0,98.2,2016-10-01,Regional
Oct-Dec 2016,Dubbo,Western NSW,Major,8656.0,71.3,2016-10-01,Regional
Oct-Dec 2016,Fairfield,South Western Sydney,Major,8934.0,71.8,2016-10-01,Metropolitan
Oct-Dec 2016,Forbes,Western NSW,District group 2,2047.0,87.0,2016-10-01,Regional
Oct-Dec 2016,Gosford,Central Coast,Principal referral,16368.0,73.8,2016-10-01,Metropolitan
Oct-Dec 2016,Goulburn,Southern NSW,District group 1,4660.0,73.4,2016-10-01,Regional
Oct-Dec 2016,Grafton,Northern NSW,District group 1,6313.0,79.4,2016-10-01,Regional
Oct-Dec 2016,Griffith,Murrumbidgee,District group 1,5425.0,77.7,2016-10-01,Regional
Oct-Dec 2016,Gunnedah,Hunter New England,District group 2,2225.0,74.9,2016-10-01,Regional
Oct-Dec 2016,Hawkesbury,Nepean Blue Mountains,District group 1,6173.0,84.7,2016-10-01,Metropolitan
Oct-Dec 2016,Hornsby,Northern Sydney,Major,10088.0,85.8,2016-10-01,Metropolitan
Oct-Dec 2016,Inverell,Hunter New England,District group 2,2425.0,79.9,2016-10-01,Regional
Oct-Dec 2016,John Hunter,Hunter New England,Principal referral,19397.0,71.6,2016-10-01,Regional
Oct-Dec 2016,Kempsey,Mid North Coast,District group 2,6903.0,71.1,2016-10-01,Regional
Oct-Dec 2016,Kurri Kurri,Hunter New England,District group 2,1035.0,95.8,2016-10-01,Regional
Oct-Dec 2016,Lismore,Northern NSW,Major,8441.0,71.8,2016-10-01,Regional
Oct-Dec 2016,Lithgow,Nepean Blue Mountains,District group 2,3294.0,90.4,2016-10-01,Metropolitan
Oct-Dec 2016,Liverpool,South Western Sydney,Principal referral,21173.0,79.9,2016-10-01,Metropolitan
Oct-Dec 2016,Macksville,Mid North Coast,District group 2,3587.0,76.7,2016-10-01,Regional
Oct-Dec 2016,Maclean,Northern NSW,District group 2,3066.0,66.4,2016-10-01,Regional
Oct-Dec 2016,Maitland,Hunter New England,Major,12446.0,70.5,2016-10-01,Regional
Oct-Dec 2016,Manly,Northern Sydney,Major,6289.0,89.0,2016-10-01,Metropolitan
Oct-Dec 2016,Manning,Hunter New England,Major,7808.0,78.6,2016-10-01,Regional
Oct-Dec 2016,Milton,Illawarra Shoalhaven,District group 2,4143.0,76.7,2016-10-01,Metropolitan
Oct-Dec 2016,Mona Vale,Northern Sydney,Major,9168.0,85.4,2016-10-01,Metropolitan
Oct-Dec 2016,Moree,Hunter New England,District group 2,2223.0,89.1,2016-10-01,Regional
Oct-Dec 2016,Moruya,Southern NSW,District group 2,2787.0,80.4,2016-10-01,Regional
Oct-Dec 2016,Mount Druitt,Western Sydney,District group 1,8063.0,63.9,2016-10-01,Metropolitan
Oct-Dec 2016,Mudgee,Western NSW,District group 2,3236.0,72.0,2016-10-01,Regional
Oct-Dec 2016,Murwillumbah,Northern NSW,District group 1,4564.0,89.2,2016-10-01,Regional
Oct-Dec 2016,Muswellbrook,Hunter New England,District group 2,2623.0,81.8,2016-10-01,Regional
Oct-Dec 2016,Narrabri,Hunter New England,District group 2,1578.0,92.7,2016-10-01,Regional
Oct-Dec 2016,Nepean,Nepean Blue Mountains,Principal referral,17137.0,68.4,2016-10-01,Metropolitan
Oct-Dec 2016,Orange,Western NSW,Major,7542.0,87.3,2016-10-01,Regional
Oct-Dec 2016,Port Macquarie,Mid North Coast,Major,8903.0,65.3,2016-10-01,Regional
Oct-Dec 2016,Prince of Wales,South Eastern Sydney,Principal referral,14881.0,75.3,2016-10-01,Metropolitan
Oct-Dec 2016,Queanbeyan,Southern NSW,District group 2,4840.0,76.7,2016-10-01,Regional
